赛季,球员姓名,国家,球队,身高,体重,位置,上场时间,场均得分,篮板,助攻,盖帽,防守,效率,命中率
2015-2016,扎克 兰多夫,美国,灰熊,2.06,117.9 公斤,前锋,30.0,13.0,8.8,1.8,0.0,5.0,12.0,37.1
2015-2016,兰斯 史蒂文森,美国,灰熊,1.96,104.3 公斤,前锋-后卫,23.8,13.0,1.5,1.8,0.0,1.3,10.3,52.3
2015-2016,林书豪,美国,黄蜂,1.90,90.7 公斤,后卫,27.0,12.4,2.3,2.6,0.0,1.9,10.1,41.3
2015-2016,乔 约翰逊,美国,热火,2.01,108.9 公斤,前锋-后卫,35.1,12.1,4.7,2.5,0.2,4.2,12.2,43.0
2015-2016,赛尔吉 伊巴卡,刚果,雷霆,2.08,111.1 公斤,前锋,33.4,12.0,6.3,0.6,1.3,5.0,15.8,52.1
2015-2016,马库斯 斯玛特,美国,凯尔特人,1.93,99.8 公斤,后卫,32.2,12.0,4.5,3.0,0.8,3.2,12.5,36.7
2015-2016,哈桑 怀特塞德,美国,热火,2.13,120.2 公斤,中锋,29.1,12.0,10.9,0.3,2.8,8.3,21.5,68.1
2016-2017,拉塞尔 威斯布鲁克,美国,雷霆,1米91,"90,7 公斤",后卫,38.8,37.4,11.6,10.8,0.4,9.8,35.2,38.8
2016-2017,勒布朗 詹姆斯,美国,骑士,2米03,"113,4 公斤",前锋,41.3,32.8,9.1,7.8,1.3,8.1,37.0,56.5
2016-2017,凯文 杜兰特,美国,勇士,2米06,"108,9 公斤",前锋,35.5,28.5,7.9,4.3,1.3,6.9,31.7,55.6
2016-2017,詹姆斯 哈登,美国,火箭,1米96,"99,8 公斤",后卫,37.0,28.5,5.5,8.5,0.5,4.8,26.5,41.3
2016-2017,斯蒂芬 库里,美国,勇士,1米91,"86,2 公斤",后卫,35.4,28.1,6.2,6.7,0.2,4.9,29.7,48.4
2016-2017,保罗 乔治,美国,步行者,2米06,"99,8 公斤",前锋,43.0,28.0,8.8,7.3,0.5,7.5,28.5,38.6
2016-2017,达米安 利拉德,美国,开拓者,1米91,"88,5 公斤",后卫,37.8,27.8,4.5,3.3,0.5,3.5,21.0,43.3
2016-2017,科怀 伦纳德,美国,马刺,2米01,"104,3 公斤",前锋,35.8,27.7,7.8,4.6,0.5,6.2,31.4,52.5
2016-2017,约翰 沃尔,美国,奇才,1米93,"95,3 公斤",后卫,39.0,27.2,3.7,10.3,1.2,3.2,26.8,45.2
2016-2017,凯里 欧文,澳洲,骑士,1米91,"87,5 公斤",后卫,36.3,25.9,2.8,5.3,0.4,2.1,21.7,46.8
2016-2017,克里斯 保罗,美国,快船,1米83,"79,4 公斤",后卫,37.1,25.3,5.0,9.9,0.1,4.4,29.0,49.6
2016-2017,扬尼斯 安特托昆博,希腊,雄鹿,2米11,"100,7 公斤",前锋-后卫,40.5,24.8,9.5,4.0,1.7,7.8,26.7,53.6
2016-2017,布拉德利  比尔,美国,奇才,1米96,"93,9 公斤",后卫,38.8,24.8,3.4,2.7,0.6,2.2,19.7,47.1
2016-2017,迈克 康利,美国,灰熊,1米85,"79,4 公斤",后卫,37.3,24.7,3.3,7.0,0.5,3.2,25.3,48.5
2016-2017,丹尼 施罗德,德国,老鹰,1米85,"78,0 公斤",后卫,35.2,24.7,2.3,7.7,0.0,1.7,23.0,45.5
2016-2017,保罗 米尔萨普,美国,老鹰,2米03,"111,6 公斤",前锋,36.5,24.3,9.3,4.3,0.7,7.8,26.7,50.5
2016-2017,戈登 海沃德,美国,爵士,2米03,"102,5 公斤",前锋,37.4,24.1,6.1,3.4,0.3,5.5,22.5,44.1
2016-2017,以赛亚 托马斯,美国,凯尔特人,1米75,"83,9 公斤",后卫,34.7,23.3,3.1,6.7,0.1,2.8,19.4,42.5
2016-2017,吉米 巴特勒,美国,公牛,2米01,"104,8 公斤",前锋,39.8,22.7,7.3,4.3,0.8,5.8,22.5,42.6
2016-2017,CJ 迈克勒姆,美国,开拓者,1米91,"86,2 公斤",后卫,35.0,22.5,6.0,1.0,0.5,4.0,15.0,40.0
2016-2017,德玛尔 德罗赞,美国,猛龙,2米01,"99,8 公斤",后卫,37.3,22.4,4.9,3.4,0.0,4.5,18.8,43.4
2016-2017,布雷克 格里芬,美国,快船,2米08,"113,9 公斤",前锋,33.0,20.3,6.0,2.3,0.3,5.0,19.0,49.0
2016-2017,马克 加索尔,西班牙,灰熊,2米16,"115,7 公斤",中锋,40.0,19.3,6.5,4.2,0.7,5.3,20.8,47.0
2016-2017,杰夫 蒂格,美国,步行者,1米88,"84,4 公斤",后卫,35.5,17.0,3.3,6.3,0.8,3.3,19.8,48.9
2016-2017,凯文 乐福,美国,骑士,2米08,"113,9 公斤",前锋,32.1,16.8,10.6,1.7,0.9,8.6,21.9,43.6
2016-2017,埃弗里 布拉德利,美国,凯尔特人,1米88,"81,6 公斤",后卫,35.8,16.7,3.9,2.3,0.2,2.9,13.9,44.1
2016-2017,拉马库斯 阿尔德里奇,美国,马刺,2米11,"117,9 公斤",前锋,33.6,16.5,7.4,1.5,1.0,4.8,16.4,45.8
2016-2017,兰斯 Stephenson,美国,步行者,1米96,"104,3 公斤",后卫,26.8,16.0,5.3,2.8,0.0,5.0,16.8,50.9
2016-2017,托尼 帕克,比利时,马刺,1米88,"83,9 公斤",后卫,26.4,15.9,2.5,3.1,0.0,2.3,14.8,52.6
2016-2017,凯尔 洛瑞,美国,猛龙,1米83,"93,0 公斤",后卫,37.5,15.8,3.1,5.9,0.5,2.8,17.6,46.2
2016-2017,乔治 希尔,美国,爵士,1米91,"85,3 公斤",后卫,35.1,15.6,4.1,3.6,0.1,3.1,14.6,46.9
2016-2017,德安德烈 乔丹,美国,快船,2米11,"120,2 公斤",中锋,37.7,15.4,14.4,0.7,0.9,10.9,22.0,70.5
2016-2017,艾尔 霍福德,多明尼加共和国,凯尔特人,2米08,"111,1 公斤",中锋,33.9,15.1,6.6,5.4,0.8,4.8,22.0,58.4
2016-2017,克莱 汤普森,美国,勇士,2米01,"97,5 公斤",后卫,35.1,15.0,3.9,2.1,0.3,3.2,11.8,39.7
2016-2017,德怀恩 韦德,美国,公牛,1米93,"99,8 公斤",后卫,31.7,15.0,5.0,4.0,1.3,4.0,15.3,37.2
2016-2017,克里斯 米德尔顿,美国,雄鹿,2米03,"106,1 公斤",后卫-前锋,38.5,14.5,4.7,5.3,0.0,4.7,16.2,39.7
2016-2017,赛尔吉 伊巴卡,刚果,猛龙,2米08,"106,6 公斤",前锋,30.7,14.3,6.5,1.4,1.7,5.6,16.0,46.2
2016-2017,杰 克劳德,美国,凯尔特人,1米98,"106,6 公斤",前锋,33.1,13.6,6.4,2.7,0.3,5.3,16.7,43.5
2016-2017,格雷格 门罗,美国,雄鹿,2米11,"120,2 公斤",中锋,23.5,13.2,7.3,1.7,0.5,4.5,17.3,52.9
2016-2017,扎克 兰多夫,美国,灰熊,2米06,"117,9 公斤",前锋,31.8,13.2,8.2,0.7,0.3,6.7,13.5,42.2
2016-2017,德雷蒙德 格林,美国,勇士,2米01,"104,3 公斤",前锋,34.9,13.1,9.1,6.5,1.6,7.9,23.5,44.7
2016-2017,埃里克 戈登,美国,火箭,1米93,"97,5 公斤",后卫,32.5,12.9,3.9,2.0,0.5,3.5,12.0,42.1
2016-2017,乔 约翰逊,美国,爵士,2米01,"108,9 公斤",前锋-后卫,29.6,12.9,3.9,2.5,0.1,3.2,11.5,43.6
2016-2017,蒂姆 哈达威二世,美国,老鹰,1米98,"93,0 公斤",后卫,33.3,12.8,2.7,1.2,0.0,2.2,5.2,32.9
2016-2017,罗宾 洛佩兹,美国,公牛,2米13,"115,7 公斤",中锋,27.0,12.7,7.2,0.8,1.0,2.5,17.8,65.4
2016-2017,贾马尔 克劳福德,美国,快船,1米96,"88,5 公斤",后卫,28.0,12.6,1.3,1.9,0.1,1.0,8.3,42.2
2016-2017,路 威廉姆斯,美国,火箭,1米85,"79,4 公斤",后卫,24.7,12.5,2.7,1.3,0.1,2.1,9.5,42.4
2016-2017,奥托 小波特,美国,奇才,2米03,"89,8 公斤",前锋,32.9,12.2,6.9,1.8,0.5,5.8,18.0,53.2
2016-2017,马基夫 莫里斯,美国,奇才,2米08,"111,1 公斤",前锋,28.7,12.1,6.4,1.7,1.3,5.0,13.7,40.7
2016-2017,艾尔-法鲁克 阿米奴,美国,开拓者,2米06,"99,8 公斤",前锋,28.3,12.0,6.5,1.0,1.0,5.3,13.0,45.9
